tanth          M1coeff        M2coeff        lam1           lam2           lam3           lam4           lam5           m3             m5             mH             vDelta         vphi           mu2sq          mu3sq          
0.00146        2.20501        -1.18638       0.03235        0.86975        -0.06552       0.10962        -1.57602       464.18184      346.29123      513.067        0.12695        246.21974      -7843.54662    62235.22972    
0.00013        0.23631        -0.18274       0.03235        0.88291        0.3662         0.13022        0.57579        582.83804      612.05147      567.66783      0.01111        246.22         -7843.78025    250102.01056   
0.00599        9.56447        -8.97313       0.03235        0.42862        1.12881        -0.20621       -2.22232       458.91713      275.35785      527.24675      0.5215         246.21558      -7839.66684    91240.17741    
0.00551        2.25445        -21.70014      0.03235        0.28417        1.22012        -0.29073       0.06366        270.4564       277.2742       266.98182      0.47978        246.21626      -7843.18351    40557.10695    
0.01131        9.50435        28.58982       0.03241        0.45224        0.05868        0.0299         0.84148        414.45241      472.32907      382.23958      0.98486        246.20424      -7844.8602     142594.53747   
0.00402        9.61851        9.72093        0.03235        0.53777        -0.36281       0.47535        -2.80738       575.353        401.09047      645.06173      0.35032        246.21801      -7841.14727    180746.50715   
0.00439        9.74957        -1.02093       0.03236        0.12247        -0.15572       0.19012        -0.95269       597.87853      547.44126      621.56245      0.38248        246.21762      -7842.5581     313722.70627   
0.00197        4.22935        3.90326        0.03235        0.46255        -0.23391       0.66456        -2.8475        536.0342       338.69239      611.26245      0.17155        246.21952      -7843.19693    144938.55086   
0.00605        13.44152       18.71599       0.03238        0.4746         0.4677         -0.06486       0.38433        631.41675      649.68506      622.07956      0.52636        246.2155       -7842.8298     352838.31316   
0.00577        7.76471        -12.85254      0.03236        1.08023        1.00642        -0.24819       1.30551        523.16709      593.93785      483.91124      0.50264        246.2159       -7842.37839    182255.16189   
0.00363        8.87679        27.30836       0.03235        1.26331        -0.24231       0.50329        -1.06637       627.32326      573.57262      652.53671      0.31592        246.21838      -7841.69289    208084.48384   
0.0031         5.1903         -18.02875      0.03235        0.49816        0.37552        0.05726        -0.64374       521.36431      482.42515      539.78008      0.27002        246.21882      -7843.00175    191875.19426   
0.00504        9.44825        -23.88003      0.03237        0.27564        1.16212        -0.25545       0.20657        576.76378      587.40694      571.36809      0.43873        246.21687      -7843.48345    305426.15273   
0.00825        8.87435        -0.16317       0.03236        0.83172        -0.8261        0.86467        0.16583        438.47198      449.76928      432.7029       0.71837        246.21162      -7839.30617    96428.55032    
0.00535        12.9776        -16.61845      0.03236        1.03634        0.04902        0.29115        -0.87741       629.27098      585.3948       650.09256      0.46545        246.21648      -7839.76797    243676.86106   
0.0061         5.41631        8.31389        0.03235        0.98048        0.59848        -0.0048        -0.11875       388.6054       379.29407      393.17061      0.53094        246.21542      -7841.38997    28557.54693    
0.01049        21.48729       4.26063        0.03241        0.49812        1.58538        -0.49311       -0.70046       579.13809      541.25878      597.16218      0.91316        246.20645      -7834.18316    253767.20931   
0.00729        11.08636       -9.48509       0.03238        0.53513        -1.03981       1.11955        0.53912        530.12408      560.02055      514.5255       0.6348         246.21345      -7842.52277    232437.44136   
0.00825        20.31219       -10.29369      0.03235        1.12699        -0.5317        0.61558        -3.81856       559.40678      285.20522      654.75659      0.71813        246.21162      -7831.74898    60490.08362    
0.00346        8.61205        -19.37075      0.03235        1.45918        -0.11821       0.3498         -2.15211       606.31106      486.89829      657.9357       0.30155        246.21852      -7841.60853    125417.64653   
0.00393        8.85489        -1.1932        0.03235        0.9428         -0.18732       0.5551         -1.78841       581.76121      479.60026      626.62285      0.34179        246.2181       -7841.41463    169916.65303   
0.00411        9.79757        -0.47087       0.03236        0.12775        -1.13587       1.16909        -0.99917       620.49151      569.58501      644.43806      0.35756        246.21792      -7842.65148    339225.27749   
0.01041        4.07295        -28.46249      0.03235        0.43986        0.95907        -0.06943       0.15608        269.92237      286.37078      261.30647      0.9061         246.20666      -7840.93685    24096.97275    
0.00725        14.33596       -25.99139      0.03237        0.38324        -0.04061       0.13365        -1.73009       540.33179      432.28028      586.93403      0.63088        246.21353      -7837.66043    192939.29915   
0.00959        15.59904       28.68925       0.03236        1.13318        0.18085        0.23366        -0.82691       507.96106      456.24883      531.91134      0.83514        246.20867      -7833.0711     95695.06018    
0.00221        5.31458        26.09111       0.03235        0.46361        -0.36043       0.70891        -0.11201       644.87801      639.63675      647.48252      0.19212        246.2194       -7843.51369    356288.41341   
0.00096        2.67085        -24.62953      0.03235        0.83873        0.09783        0.29673        -3.66862       610.28827      387.32341      695.46212      0.0837         246.21989      -7843.596      159540.67078   
0.0097         3.58557        11.79893       0.03238        0.39239        0.139          0.41481        0.86028        300.77638      377.79251      253.66389      0.84398        246.20843      -7845.97314    69015.95851    
